Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
2014-15,SAC,NBA,82,29,53,0.354,-3.71,0.64,-3.07,95.4,105.3,109.2,0.49,14.8,26.5,0.276,0.507,11.8,24.8,0.2
2014-15,POR*,NBA,82,51,31,0.622,4.23,0.18,4.41,94.2,108.2,103.7,0.508,12.6,24.2,0.18,0.476,11.3,23.8,0.182
2014-15,PHO,NBA,82,39,43,0.476,-0.9,0.52,-0.38,96.3,105.3,106.2,0.501,13.7,24.5,0.191,0.497,14,26.5,0.221
2014-15,PHI,NBA,82,18,64,0.22,-8.98,-0.07,-9.04,95.7,95.5,104.8,0.459,16,25.5,0.195,0.497,15.2,27,0.225
2014-15,ORL,NBA,82,25,57,0.305,-5.72,-0.15,-5.87,93.8,101.6,107.7,0.494,14,23.1,0.168,0.514,13.6,24,0.21
2014-15,OKC,NBA,82,45,37,0.549,2.18,0.28,2.47,95.7,107.8,105.5,0.492,13.1,28.9,0.214,0.489,12.4,24.4,0.213
2014-15,NYK,NBA,82,17,65,0.207,-9.32,-0.18,-9.5,91.2,99.9,110,0.47,14,24.5,0.18,0.512,13.3,26.9,0.234
2014-15,NOP*,NBA,82,45,37,0.549,0.79,0.34,1.13,91.4,108.2,107.3,0.501,12.5,27.1,0.198,0.496,11.7,24.9,0.195
2014-15,MIN,NBA,82,16,66,0.195,-8.79,0.79,-8,94.4,102.9,112.2,0.468,13.7,26.6,0.24,0.537,13.9,28.4,0.187
2014-15,MIL*,NBA,82,41,41,0.5,0.43,-0.52,-0.09,94.1,102.7,102.2,0.499,15.5,25.4,0.195,0.487,15.9,26.7,0.221
2014-15,MIA,NBA,82,37,45,0.451,-2.6,-0.32,-2.92,90.9,103.9,106.7,0.5,14.5,23.2,0.227,0.505,14.2,26.6,0.213
2014-15,MEM*,NBA,82,55,27,0.671,3.24,0.38,3.62,92,105.7,102.2,0.489,12.6,24.7,0.214,0.492,14.5,24.7,0.183
2014-15,LAL,NBA,82,21,61,0.256,-6.84,0.67,-6.17,94,103.4,110.6,0.473,12.1,25.4,0.204,0.518,12.1,23.7,0.231
2014-15,LAC*,NBA,82,56,26,0.683,6.59,0.22,6.8,94.7,112.4,105.5,0.533,11.6,22.8,0.215,0.493,13.2,24.3,0.231
2014-15,IND,NBA,82,38,44,0.463,0.28,-0.51,-0.23,93.2,103.5,103.2,0.484,13.1,24,0.201,0.478,12,22.1,0.217
2014-15,HOU*,NBA,82,56,26,0.683,3.44,0.38,3.82,96.5,107,103.4,0.512,15,26.8,0.223,0.486,14.6,27.1,0.208
2014-15,GSW*,NBA,82,67,15,0.817,10.1,-0.09,10.01,98.3,111.6,101.4,0.54,13.1,24.1,0.184,0.47,14.3,25.5,0.217
2014-15,DET,NBA,82,32,50,0.39,-1,-0.39,-1.39,92.8,105.3,106.4,0.482,12.3,27.7,0.184,0.502,13.2,25,0.192
2014-15,DEN,NBA,82,30,52,0.366,-3.55,0.48,-3.07,96.1,104.5,108.2,0.479,12.7,26.6,0.204,0.504,13,25.3,0.239
2014-15,DAL*,NBA,82,50,32,0.61,2.9,0.46,3.36,95.2,109.5,106.4,0.515,11.9,23.6,0.197,0.503,14.7,27.8,0.204
2014-15,CLE*,NBA,82,53,29,0.646,4.48,-0.4,4.08,92.3,111.1,106.3,0.52,13.4,26.8,0.216,0.502,12.6,25.3,0.177
2014-15,CHO,NBA,82,33,49,0.402,-3.17,-0.27,-3.44,93,100.1,103.5,0.456,11.2,22.1,0.202,0.487,12,20.7,0.188
2014-15,CHI*,NBA,82,50,32,0.61,3,-0.46,2.54,92.8,107.5,104.3,0.489,12.9,27,0.238,0.473,11.3,25.6,0.182
2014-15,BRK*,NBA,82,38,44,0.463,-2.88,-0.25,-3.13,92.7,104.4,107.4,0.491,13,23.9,0.2,0.506,12.9,26.3,0.185
2014-15,BOS*,NBA,82,40,42,0.488,0.16,-0.56,-0.4,95.8,104.7,104.5,0.489,12.5,24.7,0.176,0.494,13.7,25,0.208
2014-15,ATL*,NBA,82,60,22,0.732,5.43,-0.68,4.75,93.9,108.9,103.1,0.527,13.5,21.4,0.201,0.492,14.9,26.6,0.185
2013-14,WAS*,NBA,82,44,38,0.537,1.27,-0.79,0.48,93.2,106,104.6,0.506,13.6,25.2,0.181,0.504,15,24.3,0.22
2013-14,UTA,NBA,82,25,57,0.305,-7.17,0.91,-6.27,91.4,103.5,111.3,0.484,13.9,25.5,0.202,0.518,12.1,25.5,0.227
2013-14,TOR*,NBA,82,48,34,0.585,3.24,-0.69,2.55,91.8,108.8,105.3,0.498,13.2,27.2,0.239,0.493,14.1,25.1,0.237
2013-14,SAS*,NBA,82,62,20,0.756,7.72,0.28,8,95,110.5,102.4,0.537,13.5,22.7,0.188,0.482,12.8,23.6,0.184
2013-14,SAC,NBA,82,28,54,0.341,-2.9,0.82,-2.08,94.4,105.7,108.8,0.484,13.9,27.8,0.251,0.512,12.7,23.4,0.234
2013-14,POR*,NBA,82,54,28,0.659,3.99,0.45,4.44,94.9,111.5,107.4,0.504,12.4,28,0.22,0.488,11,25.3,0.194
2013-14,PHO,NBA,82,48,34,0.585,2.63,0.39,3.02,95.8,109.5,106.7,0.519,14,26.4,0.222,0.496,13.9,26.3,0.237
2013-14,PHI,NBA,82,19,63,0.232,-10.45,-0.21,-10.66,99.2,99.4,109.9,0.475,14.8,24.8,0.19,0.524,14.9,27.6,0.244
2013-14,ORL,NBA,82,23,59,0.28,-5.44,-0.44,-5.88,93.6,101.7,107.4,0.487,13.9,22.4,0.193,0.504,13,24.5,0.211
2013-14,OKC*,NBA,82,59,23,0.72,6.34,0.32,6.66,95.4,110.5,103.9,0.52,14,26.5,0.244,0.488,13.9,24.4,0.221
2013-14,NYK,NBA,82,37,45,0.451,-0.79,-0.61,-1.4,90.3,108.3,109.1,0.505,12.5,25.1,0.189,0.514,14,25.7,0.245
2013-14,NOP,NBA,82,34,48,0.415,-2.71,0.73,-1.98,92.2,107.2,110.1,0.495,12.9,26.9,0.22,0.515,13.6,26.2,0.249
2013-14,MIN,NBA,82,40,42,0.488,2.67,0.43,3.1,97.3,108.9,106.2,0.486,12.2,27.4,0.249,0.518,14.8,25.6,0.177
2013-14,MIL,NBA,82,15,67,0.183,-8.18,-0.23,-8.41,91.8,103,111.8,0.479,14.1,27.1,0.204,0.52,13.2,28.6,0.225
2013-14,MIA*,NBA,82,54,28,0.659,4.76,-0.61,4.15,91.2,110.9,105.8,0.554,14.6,20.6,0.228,0.511,15.8,27,0.212
2013-14,MEM*,NBA,82,50,32,0.61,1.57,0.61,2.18,89.9,106.3,104.6,0.494,13.1,28.3,0.184,0.497,13.8,24.3,0.199
2013-14,LAL,NBA,82,27,55,0.329,-6.29,0.96,-5.33,98.7,104.2,110.6,0.505,13.7,20.2,0.199,0.513,12.4,29,0.192
2013-14,LAC*,NBA,82,57,25,0.695,6.98,0.3,7.27,95.9,112.1,104.8,0.526,12.7,25,0.258,0.484,13.8,27.5,0.222
2013-14,IND*,NBA,82,56,26,0.683,4.4,-0.77,3.63,92.5,104.1,99.3,0.49,14.3,24.9,0.226,0.46,12.9,23.2,0.197
2013-14,HOU*,NBA,82,54,28,0.659,4.56,0.5,5.06,96.3,111,106.3,0.531,14.6,27.4,0.275,0.489,12.5,25.9,0.193
2013-14,GSW*,NBA,82,51,31,0.622,4.8,0.34,5.15,96.2,107.5,102.6,0.517,13.8,25.1,0.186,0.477,13.6,23.7,0.224
2013-14,DET,NBA,82,29,53,0.354,-3.66,-0.48,-4.13,94.9,105.9,109.7,0.482,12.9,31.4,0.199,0.52,13.8,26.6,0.218
2013-14,DEN,NBA,82,36,46,0.439,-2.15,0.75,-1.4,98.1,106,108.2,0.497,14,27.5,0.222,0.5,12.8,25.5,0.233
2013-14,DAL*,NBA,82,49,33,0.598,2.4,0.5,2.91,93.5,111.2,108.7,0.526,12.7,24.6,0.201,0.515,14.8,27.3,0.229
2013-14,CLE,NBA,82,33,49,0.402,-3.29,-0.57,-3.86,93.1,104.2,107.7,0.479,13,27.2,0.201,0.508,13,24.2,0.199
2013-14,CHI*,NBA,82,48,34,0.585,1.85,-0.66,1.2,90.2,102.5,100.5,0.471,14.2,27.2,0.226,0.471,13.7,24.6,0.189
2013-14,CHA*,NBA,82,43,39,0.524,-0.22,-0.67,-0.89,92.4,103.6,103.8,0.481,11.7,21.9,0.219,0.491,12.6,22.4,0.183
2013-14,BRK*,NBA,82,44,38,0.537,-1,-0.58,-1.58,91.4,106.7,107.7,0.514,14.1,21.7,0.236,0.509,14.9,27.7,0.236
2013-14,BOS,NBA,82,25,57,0.305,-4.46,-0.51,-4.97,93.3,102.9,107.7,0.477,14.2,27.4,0.193,0.505,13.4,25.8,0.227
2013-14,ATL*,NBA,82,38,44,0.463,-0.48,-0.4,-0.88,94.6,105.9,106.4,0.515,14.3,21,0.208,0.51,14,25.6,0.196
2012-13,WAS,NBA,82,29,53,0.354,-2.54,-0.25,-2.78,92.2,100.2,103,0.475,14.2,24.6,0.191,0.483,13.7,25.4,0.206
2012-13,UTA,NBA,82,43,39,0.524,-0.09,0.38,0.3,90.9,106.7,106.8,0.492,13.8,28.8,0.214,0.501,14,26.8,0.226
2012-13,TOR,NBA,82,34,48,0.415,-1.48,-0.48,-1.96,90.4,105.9,107.5,0.488,13,25.5,0.216,0.5,13.6,26.6,0.247
2012-13,SAS*,NBA,82,58,24,0.707,6.4,0.27,6.67,94.2,108.3,101.6,0.531,14,20.5,0.204,0.48,13.7,25.1,0.179
2012-13,SAC,NBA,82,28,54,0.341,-4.88,0.62,-4.26,93.6,106.2,111.4,0.491,13.4,26.6,0.208,0.517,13.6,29,0.227
2012-13,POR,NBA,82,33,49,0.402,-3.17,0.65,-2.53,91.4,105.8,109.2,0.498,13.9,25.3,0.194,0.512,12.5,26.7,0.189
2012-13,PHO,NBA,82,25,57,0.305,-6.46,0.71,-5.75,93.4,101.2,108.1,0.477,14.3,27,0.174,0.512,14.2,28.1,0.208
2012-13,PHI,NBA,82,34,48,0.415,-3.34,-0.17,-3.51,91,102,105.7,0.481,12.5,24.9,0.146,0.495,13.7,26.6,0.2
2012-13,ORL,NBA,82,20,62,0.244,-6.99,-0.14,-7.12,92.2,101.6,109.1,0.485,13.7,25.4,0.149,0.508,11.8,25.4,0.195
2012-13,OKC*,NBA,82,60,22,0.732,9.21,-0.06,9.15,93.3,112.4,102.6,0.527,14.4,26.7,0.28,0.469,13.5,26.6,0.197
2012-13,NYK*,NBA,82,54,28,0.659,4.23,-0.5,3.73,89.8,111.1,106.3,0.515,11.7,25.6,0.196,0.508,14.8,25.3,0.216
2012-13,NOH,NBA,82,27,55,0.329,-3.87,0.75,-3.12,88.5,105.7,110.1,0.489,14,29.2,0.193,0.52,13.1,25.6,0.208
2012-13,MIN,NBA,82,31,51,0.378,-2.37,0.54,-1.83,92.8,102.9,105.4,0.473,13.8,27.4,0.226,0.511,15,26,0.187
2012-13,MIL*,NBA,82,38,44,0.463,-1.5,-0.33,-1.83,94.7,103.6,105.2,0.476,12.7,27.9,0.174,0.492,14.4,28.7,0.201
2012-13,MIA*,NBA,82,66,16,0.805,7.87,-0.84,7.03,90.7,112.3,103.7,0.552,13.7,22.2,0.224,0.487,14.8,27,0.2
2012-13,MEM*,NBA,82,56,26,0.683,4.15,0.18,4.32,88.4,104.9,100.3,0.472,13.3,31,0.202,0.475,15.2,25.7,0.209
2012-13,LAL*,NBA,82,45,37,0.549,1.16,0.32,1.48,94.4,107.8,106.6,0.512,13.9,27,0.239,0.496,11.9,25.7,0.163
2012-13,LAC*,NBA,82,56,26,0.683,6.45,-0.02,6.43,91.1,110.6,103.6,0.526,13.9,28.8,0.203,0.492,15.4,26.5,0.229
2012-13,IND*,NBA,81,49,32,0.605,4.02,-0.69,3.34,90.2,104.3,99.8,0.479,14.3,30.3,0.219,0.453,12.9,25.4,0.197
2012-13,HOU*,NBA,82,45,37,0.549,3.48,0.22,3.69,96.1,109.7,106.1,0.525,14.9,26.4,0.232,0.502,13.5,24.8,0.196
2012-13,GSW*,NBA,82,47,35,0.573,0.89,0.42,1.32,94.5,106.4,105.5,0.506,14,25.4,0.201,0.486,12.4,24.5,0.211
2012-13,DET,NBA,82,29,53,0.354,-3.99,-0.34,-4.33,90.8,103.8,108.1,0.487,14.3,28.3,0.197,0.505,13.1,27,0.209
2012-13,DEN*,NBA,82,57,25,0.695,5.09,0.28,5.37,95.1,110.4,105.1,0.515,13.6,31.4,0.216,0.493,14.3,28.2,0.193
2012-13,DAL,NBA,82,41,41,0.5,-0.6,0.36,-0.24,94.1,105.9,106.5,0.506,13,21.8,0.192,0.492,13.3,26.9,0.227
2012-13,CLE,NBA,82,24,58,0.293,-4.68,-0.19,-4.87,92.3,104.3,109.4,0.473,13,28.1,0.2,0.523,14.4,27.4,0.225
2012-13,CHI*,NBA,82,45,37,0.549,0.32,-0.33,-0.02,89.3,103.5,103.2,0.47,13.6,29.4,0.201,0.477,13.2,26.4,0.206
2012-13,CHA,NBA,82,21,61,0.256,-9.23,-0.06,-9.29,91.5,101.5,111.5,0.46,13.2,25.7,0.233,0.524,13.2,28.9,0.197
2012-13,BRK*,NBA,82,49,33,0.598,1.78,-0.53,1.25,88.8,108.2,106.2,0.498,14,30.9,0.219,0.503,13.1,26.3,0.174
2012-13,BOS*,NBA,81,41,40,0.506,-0.22,-0.4,-0.62,91.7,103.1,103.3,0.503,14.1,20.1,0.204,0.482,14.2,26.7,0.216
2012-13,ATL*,NBA,82,44,38,0.537,0.4,-0.48,-0.08,92.6,104.8,104.4,0.517,14.2,22.2,0.174,0.496,14.2,26.4,0.181
2011-12,WAS,NBA,66,20,46,0.303,-4.8,-0.34,-5.14,92.5,101,106.2,0.472,14.2,27.3,0.184,0.492,14.2,29.1,0.229
2011-12,UTA*,NBA,66,36,30,0.545,0.62,0.3,0.92,91.4,106.8,106.1,0.481,13,30.2,0.227,0.493,13.8,26.2,0.245
2011-12,TOR,NBA,66,23,43,0.348,-3.3,-0.36,-3.67,89.3,100.8,104.5,0.475,14.8,25.9,0.211,0.475,12.8,24.6,0.26
2011-12,SAS*,NBA,66,50,16,0.758,7.17,0.11,7.28,92.9,110.9,103.2,0.528,12.8,25.1,0.195,0.489,12.9,24,0.168
2011-12,SAC,NBA,66,22,44,0.333,-5.68,0.73,-4.95,94.7,103.8,109.8,0.472,13,29.1,0.197,0.515,13.9,29.5,0.199
2011-12,POR,NBA,66,28,38,0.424,-0.62,0.41,-0.22,91.2,105.7,106.4,0.488,13.4,26.3,0.209,0.504,14.1,27.2,0.199
2011-12,PHO,NBA,66,33,33,0.5,-0.24,0.53,0.29,92.6,106.2,106.5,0.499,13.3,25.8,0.194,0.491,13.1,28.3,0.2
2011-12,PHI*,NBA,66,35,31,0.53,4.24,-0.65,3.59,89.7,103.9,99.2,0.48,10.9,24.4,0.161,0.46,13.5,24.8,0.192
2011-12,ORL*,NBA,66,37,29,0.561,0.79,-0.33,0.46,89,105,104.1,0.506,14.5,26.5,0.193,0.488,12.9,24.5,0.19
2011-12,OKC*,NBA,66,47,19,0.712,6.12,0.32,6.44,93,109.8,103.2,0.516,15.3,27.8,0.269,0.465,13,27.9,0.207
2011-12,NYK*,NBA,66,36,30,0.545,3.2,-0.81,2.39,93.2,104.4,101,0.492,14.9,26.6,0.227,0.485,15.9,26.3,0.224
2011-12,NOH,NBA,66,21,45,0.318,-3.76,0.65,-3.11,88.3,100.9,105.1,0.476,15.2,27.5,0.207,0.485,13.5,26.9,0.218
2011-12,NJN,NBA,66,22,44,0.333,-5.98,-0.39,-6.37,90.1,102.9,109.6,0.473,14.3,27.8,0.209,0.513,13.7,29.3,0.209
2011-12,MIN,NBA,66,26,40,0.394,-2.2,0.37,-1.83,93.3,104.3,106.6,0.477,14,27.5,0.236,0.491,12.2,27,0.187
2011-12,MIL,NBA,66,31,35,0.47,0.27,-0.5,-0.23,93.7,105.5,105.2,0.481,12.9,27.7,0.194,0.489,14.6,29.1,0.217
2011-12,MIA*,NBA,66,46,20,0.697,5.98,-0.27,5.72,91.2,106.6,100.2,0.505,14.5,26.6,0.238,0.479,15.8,26.1,0.2
2011-12,MEM*,NBA,66,41,25,0.621,2.02,0.42,2.43,90.8,104,101.8,0.473,13.6,29.8,0.211,0.485,16.3,27.3,0.227
2011-12,LAL*,NBA,66,41,25,0.621,1.42,0.54,1.96,90.5,106,104.4,0.491,14.2,29.1,0.226,0.476,10.7,25.2,0.158
2011-12,LAC*,NBA,66,40,26,0.606,2.56,0.26,2.82,89.2,108.5,105.7,0.502,12.7,29.5,0.195,0.492,14.2,26.8,0.245
2011-12,IND*,NBA,66,42,24,0.636,3.3,-0.71,2.6,90.7,106.7,103.1,0.474,13.1,29.2,0.251,0.476,14.1,27.7,0.222
2011-12,HOU,NBA,66,34,32,0.515,0.23,0.35,0.57,91.7,105.5,105.2,0.492,13.5,27.5,0.184,0.49,13.8,26.6,0.21
2011-12,GSW,NBA,66,23,43,0.348,-3.41,0.62,-2.79,92.3,105.4,109.1,0.505,13.3,22.9,0.175,0.496,13.6,30.9,0.237
2011-12,DET,NBA,66,25,41,0.379,-4.79,-0.4,-5.19,89.2,101,106.3,0.468,15,28.1,0.21,0.5,14.2,27.2,0.226
2011-12,DEN*,NBA,66,38,28,0.576,2.88,0.29,3.16,94.2,109.2,106.2,0.516,14.1,27.7,0.239,0.508,14.3,25.7,0.185
2011-12,DAL*,NBA,66,36,30,0.545,0.95,0.83,1.78,91.4,103.3,102.3,0.489,13.4,23.4,0.19,0.479,13.9,25.2,0.203
2011-12,CLE,NBA,66,21,45,0.318,-7.2,-0.14,-7.34,91.3,101.1,108.9,0.463,14.3,28.9,0.22,0.508,13.1,27.8,0.202
2011-12,CHI*,NBA,66,50,16,0.758,8.18,-0.76,7.43,89.1,107.4,98.3,0.49,13.2,32.6,0.184,0.45,12.8,25.7,0.175
2011-12,CHA,NBA,66,7,59,0.106,-13.91,-0.05,-13.96,91.1,95.2,110.4,0.439,13.9,23.6,0.206,0.512,12.8,29.1,0.206
2011-12,BOS*,NBA,66,39,27,0.591,2.52,-0.26,2.26,90.4,101,98.2,0.496,14.7,19.7,0.2,0.452,14.9,27.6,0.216
2011-12,ATL*,NBA,66,40,26,0.606,3.44,-0.77,2.67,90.2,104.9,101.2,0.5,13.4,23.9,0.192,0.48,14.4,25.6,0.186
2010-11,WAS,NBA,82,23,59,0.28,-7.4,0.11,-7.3,93.8,102.4,110.2,0.471,13.9,28,0.216,0.512,14.4,29.5,0.249
2010-11,UTA,NBA,82,39,43,0.476,-1.83,0.39,-1.44,91,108.1,110.1,0.498,13.5,27,0.241,0.505,13.8,28.3,0.275
2010-11,TOR,NBA,82,22,60,0.268,-6.28,0.01,-6.28,92.9,106.1,112.9,0.491,13.7,28.2,0.221,0.522,13,28,0.251
2010-11,SAS*,NBA,82,61,21,0.744,5.71,0.16,5.86,92.3,111.8,105.6,0.527,12.8,24.9,0.229,0.491,12.6,25.4,0.19
2010-11,SAC,NBA,82,24,58,0.293,-5.34,0.54,-4.8,95.2,103.5,109,0.48,14.4,29.9,0.208,0.513,13.5,25.6,0.233
2010-11,POR*,NBA,82,48,34,0.585,1.52,0.32,1.85,87.9,108.8,107.1,0.486,12.6,29.5,0.224,0.51,15.4,28,0.231
2010-11,PHO,NBA,82,40,42,0.488,-0.89,0.43,-0.46,94.4,109.5,110.4,0.522,13.2,23.7,0.215,0.513,13.1,28.4,0.211
2010-11,PHI*,NBA,82,41,41,0.5,1.5,-0.5,1.01,91.7,106.6,105,0.494,12.3,24.6,0.21,0.487,13.5,25.5,0.231
2010-11,ORL*,NBA,82,52,30,0.634,5.46,-0.54,4.92,91.2,107.9,102,0.521,14.3,26.1,0.227,0.475,13.3,23.1,0.219
2010-11,OKC*,NBA,82,55,27,0.671,3.79,0.02,3.81,92.7,111.2,107.2,0.501,13.1,27.4,0.299,0.493,12.9,26.4,0.228
2010-11,NYK*,NBA,82,42,40,0.512,0.78,-0.3,0.48,95.6,110.9,110.1,0.513,12.6,24.2,0.246,0.511,13.8,28.1,0.24
2010-11,NOH*,NBA,82,46,36,0.561,0.89,0.39,1.28,88.7,106.2,105.2,0.493,12.8,25.1,0.226,0.501,14.4,23.8,0.22
2010-11,NJN,NBA,82,24,58,0.293,-6.24,-0.04,-6.28,89.9,103.1,109.9,0.474,13.4,26.1,0.215,0.503,11.8,25.8,0.241
2010-11,MIN,NBA,82,17,65,0.207,-6.63,0.67,-5.97,96.5,104.2,111.1,0.483,15.1,29.6,0.217,0.514,13.1,26.3,0.251
2010-11,MIL,NBA,82,35,47,0.427,-0.84,-0.17,-1.02,89.8,101.6,102.5,0.467,13,24.7,0.217,0.481,14.7,25.2,0.236
2010-11,MIA*,NBA,82,58,24,0.707,7.46,-0.71,6.76,90.9,111.7,103.5,0.524,13.5,25.2,0.279,0.475,12.6,24.5,0.223
2010-11,MEM*,NBA,82,46,36,0.561,2.34,0.2,2.55,91.9,107.6,105.1,0.493,13,28.9,0.218,0.502,15.7,27.5,0.228
2010-11,LAL*,NBA,82,57,25,0.695,6.11,-0.1,6.01,90.7,111,104.3,0.502,12.3,29.2,0.228,0.477,12.8,27.7,0.181
2010-11,LAC,NBA,82,32,50,0.39,-3.13,0.42,-2.71,92.8,105.3,108.7,0.496,15.1,28.4,0.234,0.499,12.8,26.8,0.25
2010-11,IND*,NBA,82,37,45,0.451,-1.07,-0.3,-1.38,94.7,104.8,106,0.486,14.1,25.9,0.235,0.487,12.8,25.9,0.237
2010-11,HOU,NBA,82,43,39,0.524,2.18,0.19,2.37,94.2,111.3,109,0.503,12.3,27.4,0.239,0.5,12.6,27.3,0.219
2010-11,GSW,NBA,82,36,46,0.439,-2.33,0.33,-2,94.8,108.2,110.7,0.51,13.3,26.7,0.183,0.509,14.5,30.7,0.259
2010-11,DET,NBA,82,30,52,0.366,-3.6,-0.18,-3.78,89.2,107.7,111.7,0.495,12.5,27.4,0.206,0.526,13.8,27.9,0.235
